,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,year_renovated,zip_code,lattitude,longitude,nn_sqft_living,nn_sqft_lot
4475,6.021189299,3,4,4380,42769,2,0,0,very_good,4380,0,1983,1983,98052,47.7167,-122.109,3630,35425
4476,5.826074803,3,3,2980,3730,2,0,0,average,2980,0,2005,2005,98029,47.5533,-121.995,2710,3640
4477,5.602059991,3,1,1690,6658,1,0,0,average,1690,0,1942,1982,98133,47.7099,-122.35,1080,5925
4478,5.959041392,4,3.5,4040,50479,2,0,0,average,4040,0,1987,1987,98077,47.7196,-122.048,3770,40899
4479,5.46834733,3,1,1250,9427,1,0,0,average,1250,0,1931,1931,98034,47.7254,-122.175,1590,8250
4480,5.498311933,3,1.75,1500,10230,1,0,0,fair,1500,0,1968,1968,98058,47.4349,-122.168,1770,8374
4481,5.556302501,3,2,1630,10723,1,0,0,very_good,1630,0,1959,1959,98059,47.4898,-122.133,1450,10723
4482,5.716003344,3,2,1410,2700,2,0,0,good,1410,0,1902,1902,98122,47.6029,-122.302,1750,4000
4483,5.675778342,3,1,1140,4560,1,0,0,good,770,370,1944,1944,98117,47.6889,-122.362,1340,3980
4484,5.846337112,4,2.5,3280,5876,2,0,0,average,3280,0,2004,2004,98053,47.6802,-122.034,2600,5000
4485,5.862131379,4,3.5,3490,87497,2,0,0,average,3490,0,2001,2001,98038,47.4028,-122.002,2400,55657
4486,5.488550717,4,2.5,2020,7277,2,0,0,average,2020,0,1993,1993,98055,47.4318,-122.19,2820,7284
4487,6.301029996,5,4,4580,4443,3,1,4,average,4580,0,2004,2004,98075,47.5682,-122.059,2710,4443
4488,5.531478917,3,2.5,2270,7917,2,0,0,average,2270,0,1986,1986,98092,47.2643,-122.22,2160,7917
4489,5.486430479,2,1.75,1310,10200,1,0,0,good,1310,0,1947,1947,98065,47.5231,-121.82,1500,7200
4490,5.854913022,3,2,1420,3600,1.5,0,0,good,1420,0,1904,1904,98119,47.6367,-122.364,1250,3600
4491,5.977723605,4,3,2980,44431,2,0,0,fair,2640,340,1981,1981,98034,47.7154,-122.161,2010,7332
4492,5.828144107,5,3,4180,8561,2,0,0,average,4180,0,2003,2003,98053,47.6833,-122.04,3425,6591
4493,5.751663946,4,2.25,1950,6000,1,0,0,average,1350,600,1961,1961,98115,47.6909,-122.301,1980,6000
4494,5.59439255,4,1.75,1790,11801,1,0,0,good,1790,0,1974,1974,98056,47.5172,-122.17,2000,12988
4495,5.62838893,5,1.75,1400,5071,1,0,0,average,1400,0,1916,1916,98014,47.6499,-121.908,1200,7500
4496,5.176091259,3,1,1320,24684,1,0,0,average,1320,0,1979,1979,98168,47.4771,-122.322,1120,21214
4497,5.514547753,4,2.25,1620,106722,1,0,0,average,1200,420,1980,1980,98042,47.3394,-122.091,1620,38400
4498,5.648262406,4,2.5,3120,7448,2,0,0,average,3120,0,1998,1998,98042,47.3645,-122.126,2980,8102
4499,5.484299839,4,2.5,2100,14773,2,0,0,average,2100,0,1998,1998,98023,47.3045,-122.391,2370,15440
4500,5.671172843,3,3.25,1370,1194,3,0,0,average,1370,0,2004,2004,98107,47.6718,-122.388,1800,2678
4501,5.720159303,3,1.75,1520,7875,1,0,0,very_good,1520,0,1969,1969,98006,47.5569,-122.176,2150,9428
4502,5.51851394,3,2.5,2410,17424,1,0,0,average,1630,780,1978,1978,98030,47.3741,-122.218,1530,11761
4503,5.790988475,4,1,1260,4080,1,0,0,good,1260,0,1911,1911,98105,47.6644,-122.324,1340,4080
4504,5.470557485,4,2.5,2830,7350,1,0,0,average,1690,1140,1982,1982,98023,47.3088,-122.341,2350,7768
4505,5.753609866,3,2,2064,46173,2,0,0,very_good,2064,0,1903,1903,98070,47.4469,-122.455,1640,21780
4506,5.71432976,4,2.25,2640,34870,1,0,0,average,1770,870,1977,1977,98027,47.4688,-122.009,2500,35580
4507,5.481442629,2,1,1020,9200,1,0,0,average,1020,0,1978,1978,98045,47.4461,-121.769,1520,9600
4508,5.477121255,4,2.5,2200,8065,2,0,0,average,2200,0,1998,1998,98031,47.4042,-122.213,2641,8535
4509,5.616062554,3,1.5,1420,7520,1,0,0,good,1420,0,1956,1956,98007,47.601,-122.134,2000,7520
4510,5.602059991,3,1,1350,3090,1.5,0,0,very_good,1350,0,1914,1914,98103,47.682,-122.348,1350,3090
4511,5.728353782,3,1,1290,6859,1,0,0,good,1290,0,1941,1941,98136,47.5317,-122.387,1560,6369
4512,5.744292983,4,2,1680,2600,1,0,0,very_good,840,840,1915,1915,98107,47.6648,-122.363,1680,3340
4513,5.494154594,3,2.5,2280,6386,2,0,0,average,2280,0,2008,2008,98042,47.3861,-122.096,2550,4835
4514,5.894980291,3,2.25,1840,3500,1.5,0,0,very_good,1540,300,1910,1910,98122,47.6063,-122.292,1800,3300
4515,5.874481818,4,2,2040,11850,1,0,2,average,1020,1020,1959,1959,98033,47.6891,-122.208,2040,8504
4516,5.45484486,3,1.5,1490,10367,1,0,0,average,1010,480,1957,1957,98146,47.4973,-122.347,1000,8254
4517,5.62838893,4,2.5,2440,5088,2,0,0,average,2440,0,2007,2007,98065,47.5406,-121.889,2440,5762
4518,5.556302501,3,2,1930,15540,1,0,0,average,1260,670,1958,1958,98155,47.7675,-122.307,1900,12123
4519,5.414973348,3,1,1200,6615,1,0,0,good,1200,0,1954,1954,98106,47.5168,-122.351,1230,6615
4520,5.567026366,3,2,1550,8509,1,0,0,average,1150,400,1959,1959,98106,47.5299,-122.344,1840,7620
4521,5.439332694,4,2.5,2180,11132,1,0,0,good,1620,560,1978,1978,98023,47.3187,-122.367,1950,13801
4522,5.609594409,3,2.25,1430,1448,3,0,0,average,1430,0,2005,2005,98103,47.6916,-122.341,1430,1383
4523,5.759667845,2,1.75,1230,5418,1,0,0,average,990,240,1949,1949,98117,47.6839,-122.376,1330,5074
4524,6.092018471,3,1.5,1670,3852,2,0,3,good,1670,0,1928,1928,98119,47.6411,-122.371,2320,4572
4525,5.942008053,2,2.5,2720,4913,1,0,1,good,1700,1020,1936,1936,98199,47.6384,-122.404,2520,5303
4526,5.505149978,4,1.5,2220,6811,1,0,0,good,1270,950,1961,1961,98056,47.5059,-122.193,1800,7350
4527,5.908485019,3,1.5,1520,9041,1,0,0,good,1520,0,1954,1954,98004,47.6158,-122.213,3260,10020
4528,5.437750563,3,1.75,1590,7620,1,0,0,good,1090,500,1984,1984,98038,47.3655,-122.048,1590,7620
4529,5.380030248,4,1.75,1480,9523,1,0,0,average,1120,360,1959,1959,98030,47.3732,-122.217,1590,8300
4530,5.653212514,4,1.5,1860,7808,1,0,0,average,1080,780,1953,1953,98125,47.7314,-122.3,1530,7884
4531,5.420615771,4,2,1360,60548,1,0,0,average,960,400,1960,1960,98001,47.2718,-122.265,1930,28800
4532,5.423245874,3,1,1360,5967,1,0,0,average,1360,0,1954,1954,98178,47.4973,-122.256,1360,6052
4533,5.621176282,4,3,2360,6250,1,0,2,average,1460,900,1960,1960,98118,47.512,-122.249,2500,6250
4534,5.591064607,3,2,2360,5737,2,0,0,average,2360,0,2003,2003,98028,47.7633,-122.262,1600,9163
4535,5.633468456,3,2,1860,7500,1,0,0,average,930,930,1909,1950,98106,47.5662,-122.364,1000,5000
4536,6.159115822,3,2.25,2630,9705,2.5,0,2,good,2630,0,1987,1987,98052,47.6485,-122.121,2640,14284
4537,5.472756449,2,1.75,1280,37373,1,0,0,good,1280,0,1996,1996,98022,47.2631,-122.019,2180,48351
4538,5.812913357,4,2.25,2330,7220,2,0,1,average,1600,730,1988,1988,98177,47.7764,-122.386,2220,9100
4539,5.290034611,2,1,720,18000,1,0,0,average,720,0,1950,1950,98178,47.5054,-122.261,1250,7925
4540,5.743509765,3,3.5,3380,108900,2,0,0,average,2700,680,1999,1999,98058,47.4316,-122.075,2250,130680
4541,5.740362689,3,2,3650,843309,2,0,0,good,3650,0,1991,1991,98070,47.3627,-122.496,1870,273992
4542,5.84509804,3,1.75,1640,4590,1.5,0,0,very_good,1640,0,1951,1951,98115,47.6846,-122.294,1760,5100
4543,5.477121255,4,1,1730,177657,1.5,0,0,average,1730,0,1948,1948,98065,47.5163,-121.829,1400,45175
4544,5.498310554,2,1,1030,8576,1.5,0,0,very_good,1030,0,1952,1952,98155,47.7352,-122.295,1310,8504
4545,5.780317312,3,1,1790,5250,1,0,0,average,1400,390,1943,1943,98105,47.6627,-122.276,1790,5250
4546,5.72427587,2,1,840,3400,1,0,2,good,840,0,1924,1924,98119,47.6403,-122.372,2000,4000
4547,5.599337133,3,1.75,1300,8480,1,0,0,average,1300,0,1969,1969,98052,47.6991,-122.13,1740,7280
4548,5.344392274,3,1,1240,5250,1.5,0,0,good,1240,0,1904,1904,98055,47.4917,-122.206,1240,5250
4549,5.668385917,4,2.25,2170,8050,1,0,0,average,1220,950,1976,1976,98072,47.7354,-122.174,1820,7700
4550,5.2955671,3,1,1330,5412,2,0,0,very_good,1330,0,1905,1905,98022,47.2053,-121.993,1710,10825
4551,5.447158031,3,3,1390,1080,2,0,0,average,1140,250,2006,2006,98118,47.5325,-122.282,1450,1461
4552,5.614897216,2,1.5,1240,3873,1,0,0,good,860,380,1909,1909,98116,47.5752,-122.388,1240,4336
4553,5.657055853,2,1,880,6731,1,0,0,good,880,0,1950,1950,98116,47.5694,-122.395,1240,6731
4554,5.73239376,4,2.25,2540,228254,1,0,0,average,1450,1090,1990,1990,98019,47.719,-121.912,1780,59241
4555,5.397940009,5,1.5,2520,5753,1.5,0,0,good,1510,1010,1928,1928,98022,47.2058,-121.997,1620,6875
4556,5.954242509,5,2.25,2510,35691,1,0,0,average,2510,0,1967,1967,98005,47.6435,-122.154,3160,35037
4557,5.389166084,5,1.75,2020,7902,1,0,0,average,1220,800,1962,1962,98168,47.51,-122.327,2220,8819
4558,5.462397998,3,1.75,2060,7251,1,0,0,average,1350,710,1987,1987,98030,47.3569,-122.175,1520,7582
4559,5.204119983,2,1,930,7742,1,0,0,average,930,0,1933,1933,98168,47.507,-122.302,2240,8723
4560,6.100370545,2,1.5,2700,7225,1.5,0,4,average,1660,1040,1910,2008,98116,47.5892,-122.383,2970,5150
4561,5.511883361,2,1,1060,6050,1,0,0,average,940,120,1939,1939,98125,47.7028,-122.321,1540,5279
4562,5.267171728,2,1,670,6750,1,0,0,good,670,0,1947,1947,98188,47.4521,-122.283,1700,11520
4563,5.678518379,3,2,1750,4990,1,0,0,average,950,800,1916,1916,98107,47.6667,-122.361,1700,5000
4564,5,2,1,930,7623,1,0,0,fair,930,0,1942,1942,98166,47.467,-122.349,1300,7641
4565,5.537819095,4,2.5,2420,11481,1,0,0,average,1370,1050,1985,1985,98003,47.341,-122.318,2290,8985
4566,5.72427587,4,2.25,2410,14985,1,0,1,good,1950,460,1965,1965,98166,47.4278,-122.343,2510,15256
4567,5.307496038,3,1,1150,7156,1,0,0,good,1150,0,1953,1953,98168,47.4864,-122.317,1210,7156
4568,5.777426822,4,2.5,2480,5000,2,0,0,average,2480,0,2004,2004,98053,47.6811,-122.035,2410,5000
4569,5.568201724,4,1,1310,6000,1.5,0,0,average,1310,0,1940,1940,98144,47.5822,-122.295,1630,6000
4570,5.146128036,3,1,1240,8000,1,0,0,good,1040,200,1954,1954,98198,47.4204,-122.316,1240,8000
4571,5.698970004,3,1,1150,5100,2,0,0,average,1150,0,1911,2005,98136,47.5349,-122.384,1440,5100
4572,5.721975402,3,1.75,1460,4000,1,0,2,good,730,730,1929,1929,98144,47.5768,-122.307,1360,4000
4573,5.74028372,5,2.75,3060,7015,1,0,0,very_good,1600,1460,1979,1979,98146,47.5052,-122.372,2190,7600
4574,5.880813592,4,2.5,3520,8095,2,0,0,average,3520,0,2006,2006,98052,47.7065,-122.109,2460,4676
4575,5.503790683,2,1,960,4400,1,0,0,good,960,0,1951,1951,98118,47.5269,-122.264,1520,5000
4576,5.559068334,3,2.5,2430,15264,2,0,0,average,2430,0,1997,1997,98030,47.3805,-122.208,2260,10416
4577,5.624282096,3,2.5,1930,4505,1,0,3,good,1440,490,1973,1973,98198,47.3459,-122.326,1550,4505
4578,5.838849091,3,1,1090,4000,1.5,0,0,good,1090,0,1945,1945,98117,47.6846,-122.386,1520,4000
4579,5.806179974,3,2.5,2790,31798,1,0,0,very_good,1650,1140,1953,1953,98027,47.5241,-122.039,1400,14849
4580,5.376576957,4,1.75,1650,6900,1,0,0,average,910,740,1978,1993,98002,47.2802,-122.211,1540,7645
4581,5.897077003,3,3,3740,39640,2,0,2,average,3740,0,1991,1991,98070,47.4036,-122.462,2930,26136
4582,6.021189299,6,4,5310,12741,2,0,2,average,3600,1710,1967,1967,98040,47.5696,-122.213,4190,12632
4583,5.480725379,3,2.5,1690,4476,2,0,0,average,1690,0,2008,2008,98042,47.3663,-122.114,2250,4488
4584,5.414889822,4,1.75,1400,7920,1,0,0,average,1400,0,1963,1963,98058,47.4658,-122.184,1910,7700
4585,5.658964843,3,1.5,1440,28516,1,0,0,good,1440,0,1975,1975,98075,47.5829,-122.005,2080,27049
4586,5.568143032,3,2.5,1360,3718,2,0,0,average,1360,0,1987,1987,98052,47.6827,-122.097,1090,3718
4587,5.560803002,3,1.75,1726,197326,2,0,0,good,1726,0,1982,1982,98070,47.3484,-122.505,2114,99316
4588,5.767155866,3,1.75,2220,216493,1,0,2,average,2220,0,1989,1989,98014,47.6624,-121.951,2900,169884
4589,5.428134794,3,2.5,1850,6676,2,0,0,average,1850,0,1986,1986,98023,47.3103,-122.36,1700,6663
4590,6.079181246,5,2.5,2860,4000,2,0,0,good,2160,700,1910,1910,98102,47.6225,-122.318,1340,1224
4591,5.537819095,3,1,1120,10176,1,0,0,average,920,200,1905,1905,98118,47.5235,-122.277,1350,7500
4592,5.731588765,4,2.5,2340,19850,2,0,0,average,2340,0,1993,1993,98155,47.7672,-122.306,1930,15439
4593,5.92992956,5,3.25,3760,9792,2,0,0,average,2550,1210,1984,1984,98006,47.5654,-122.115,2960,16500
4594,5.954242509,3,2.5,1920,7200,2,0,2,average,1780,140,1997,1997,98116,47.5709,-122.408,2080,5000
4595,5.929418926,3,2.5,3230,5000,2,0,2,very_good,2430,800,1945,1945,98117,47.7011,-122.389,1820,5000
4596,5.591064607,3,1.75,1260,6500,1,0,0,good,1260,0,1966,1966,98008,47.6224,-122.116,1500,7700
4597,5.537819095,3,1.75,1540,6909,1,0,0,good,920,620,1955,1955,98155,47.7451,-122.313,1130,6908
4598,5.72794771,3,2.5,1700,3150,2,0,0,average,1700,0,2005,2005,98029,47.5505,-121.998,1700,3600
4599,5.808548551,6,5.25,3600,3960,2,0,0,average,2400,1200,1971,1971,98126,47.5656,-122.372,1450,4600
4600,6.081527326,3,2.75,3150,5520,1.5,0,0,good,2130,1020,1925,1925,98112,47.6345,-122.302,3160,6200
4601,5.694605199,2,1.75,1280,4000,1,0,0,good,730,550,1929,1929,98116,47.5798,-122.383,2250,5382
4602,5.728353782,2,1,980,4120,1,0,0,average,830,150,1950,2014,98115,47.6815,-122.291,1760,4120
4603,5.638489257,4,2.5,2190,6578,2,0,0,average,2190,0,2004,2004,98065,47.5305,-121.847,2190,5416
4604,5.484299839,4,2,2470,1831,2,0,0,average,1970,500,2009,2009,98166,47.4645,-122.337,1310,7500
4605,5.902546779,4,2.5,2590,7910,2,0,0,average,2590,0,2001,2001,98115,47.6978,-122.284,1700,7488
4606,5.84509804,4,2.5,2580,15031,2,0,0,average,2580,0,1999,1999,98052,47.6895,-122.094,3030,10361
4607,5.669316881,3,2.25,1270,1213,2,0,0,average,1040,230,2005,2005,98107,47.6736,-122.375,1410,1265
4608,5.419955748,3,1,1250,7560,1,0,0,average,1250,0,1959,1959,98058,47.4493,-122.173,1270,7615
4609,5.880813592,4,2.5,4660,7157,2,0,0,average,3020,1640,2003,2003,98059,47.5352,-122.156,3300,7047
4610,5.46686762,4,2.5,2019,4435,2,0,3,average,2019,0,2008,2008,98022,47.1958,-121.974,1950,4800
4611,5.389166084,3,2,1490,7929,1,0,0,average,1490,0,1989,1989,98002,47.2875,-122.218,1650,7929
4612,5.257678575,2,1.5,1560,10807,1,0,0,fair,1560,0,1949,1949,98070,47.4444,-122.509,1660,196591
4613,5.380211242,3,1,1030,15264,1,0,0,good,1030,0,1962,1962,98056,47.5016,-122.168,1430,14840
4614,5.944482672,4,2.75,2560,7961,1,0,2,good,1450,1110,1975,1975,98033,47.6499,-122.199,2500,9009
4615,5.45484486,3,2,1460,6377,1,0,0,average,1460,0,1995,1995,98038,47.3679,-122.02,1600,6250
4616,5.610127613,2,1,770,6017,1,0,0,average,770,0,1950,1950,98125,47.7223,-122.321,1670,7500
4617,5.511883361,4,2.5,1960,3543,2,0,0,average,1960,0,2004,2004,98056,47.4849,-122.184,2420,3646
4618,5.607455023,3,1.75,1900,10454,1,0,0,average,1390,510,1978,1978,98155,47.7748,-122.291,2000,12000
4619,5.464936429,3,2.5,1970,4120,1.5,0,0,average,1230,740,1927,1927,98106,47.5328,-122.346,1470,4080
4620,5.568201724,3,2.5,2490,18525,2,0,3,average,2490,0,1995,1995,98022,47.2119,-122.001,1850,9516
4621,5.431363764,3,1.5,1430,8960,1,0,0,good,1430,0,1953,1953,98166,47.4759,-122.349,1560,10125
4622,5.903089987,4,2.5,2680,7200,1,0,0,average,1380,1300,1952,2013,98033,47.6835,-122.187,1950,8520
4623,5.796921075,3,1.75,1610,3210,1,0,0,very_good,910,700,1928,1928,98103,47.6656,-122.335,1420,3210
4624,6.053078443,4,3.5,4300,8406,2,0,1,average,3580,720,1987,1987,98040,47.5396,-122.214,2770,10006
4625,5.602005701,4,2.5,3200,7545,2,0,0,average,3200,0,2003,2003,98038,47.3666,-122.03,2840,7137
4626,5.622214023,3,1.75,2140,15030,1,0,0,good,1570,570,1958,1958,98166,47.4181,-122.338,2170,15030
4627,6.064457989,4,2.5,4240,43995,2,0,0,average,4240,0,1989,1989,98075,47.6008,-122.044,3720,59522
4628,6.147676324,4,3.5,3410,10769,2,0,0,average,3410,0,2008,2008,98004,47.6081,-122.198,2650,10058
4629,5.851258349,4,2.75,2090,8064,2,0,0,very_good,2090,0,1967,1967,98033,47.6829,-122.195,1460,8400
4630,5.812913357,3,1,1410,4840,1,0,2,good,1230,180,1942,1942,98033,47.6646,-122.204,1410,5400
4631,5.568084331,4,2.5,2820,33750,2,0,0,good,2820,0,1984,1984,98072,47.7387,-122.096,2510,36180
4632,5.80685803,4,2.5,2770,63118,2,0,0,average,2770,0,1997,1997,98014,47.6622,-121.961,2770,44224
4633,5.605305046,3,1,1400,6879,1,0,0,average,1400,0,1951,1951,98155,47.7508,-122.286,1950,7400
4634,6.006466042,3,3.25,3620,4000,2,0,0,average,2730,890,2005,2005,98199,47.6393,-122.403,1910,5000
4635,5.937016107,4,2.5,2260,13600,1,0,0,good,1770,490,1974,1974,98040,47.5436,-122.233,2630,13995
4636,6.395326393,4,2.5,3440,23954,1.5,1,3,very_good,2260,1180,1931,1931,98040,47.5636,-122.231,4230,18723
4637,5.908485019,4,1,2150,3588,2,0,3,good,1850,300,1926,1926,98126,47.5767,-122.378,1950,3588
4638,5.500716624,3,2.5,1256,1154,3,0,0,average,1256,0,2005,2005,98125,47.7146,-122.311,1309,1232
4639,5.814580516,4,2.25,2220,130244,2,0,0,average,2220,0,1989,1989,98027,47.4989,-121.9,2680,130680
4640,5.556302501,6,2.75,2850,15240,1,0,0,average,1850,1000,1962,1962,98106,47.5288,-122.345,2090,7620
4641,5.318063335,2,1,700,5100,1,0,0,good,700,0,1953,1953,98056,47.4957,-122.168,970,5811
4642,5.953276337,4,2.5,3700,63991,2,0,0,average,3700,0,1992,1992,98077,47.7319,-122.051,3210,47215
4643,5.469822016,4,1.75,1400,11934,1,0,0,average,1050,350,1961,1961,98028,47.7346,-122.244,2080,10400
4644,5.814580516,4,1.75,3130,18253,2,0,0,average,3130,0,1978,1978,98133,47.7402,-122.348,1850,12220
4645,5.748188027,4,3,2170,5764,2,0,0,average,2170,0,1992,1992,98029,47.5673,-121.999,2010,5681
4646,5.447158031,3,1,1020,8400,1,0,0,good,1020,0,1957,1957,98056,47.4905,-122.18,1690,8030
4647,5.462323113,3,2.5,1760,8584,1.5,0,0,very_good,1760,0,1937,1937,98148,47.4612,-122.325,2160,8584
4648,5.599337133,3,2.5,1860,44093,1,0,0,average,1860,0,1978,1978,98055,47.4381,-122.188,1900,6130
4649,5.579783597,2,1,1140,75132,1,0,0,average,1140,0,1956,1956,98077,47.7349,-122.074,2570,35200
4650,5.61898892,3,2.5,1670,22703,1,0,0,average,1310,360,1988,1988,98045,47.4708,-121.756,1510,16817
4651,5.67669361,2,1.75,1710,8645,1,0,0,good,1510,200,1923,1923,98115,47.7005,-122.313,1280,5366
4652,5.096910013,1,1,500,7440,1,0,0,poor,500,0,1928,1928,98106,47.5252,-122.362,1350,7440
4653,5.376576957,3,1,1470,32670,1,0,0,average,1020,450,1958,1958,98042,47.3811,-122.144,2640,24100
4654,5.471291711,4,1.5,1370,9750,1,0,0,average,1070,300,1953,1953,98168,47.4718,-122.323,1540,9789
4655,5.67669361,6,3,3470,117612,1.5,0,0,average,3470,0,1924,1924,98028,47.7663,-122.234,2120,17100
4656,5.591064607,3,2.25,1650,6250,1.5,0,0,average,1650,0,1910,1910,98116,47.5639,-122.4,2060,6250
4657,5.62838893,3,1,1180,3750,1,0,0,average,1030,150,1940,1940,98116,47.5726,-122.382,1280,3750
4658,5.860338007,6,3,3110,5000,1.5,0,0,very_good,1810,1300,1921,1921,98103,47.6631,-122.348,1600,4000
4659,5.781755375,3,2.25,2080,12134,1,0,0,good,1530,550,1973,1973,98052,47.6315,-122.102,2320,12400
4660,5.480006943,3,1,1600,1950,2,0,0,fair,1600,0,1906,1906,98122,47.6028,-122.312,1310,1138
4661,5.947433722,3,2.25,2380,6000,2,0,0,very_good,1650,730,1931,1931,98199,47.6472,-122.393,2000,6000
4662,5.73239376,4,1.75,1630,6120,1,0,0,very_good,980,650,1918,1918,98115,47.6821,-122.31,1630,4080
4663,5.638489257,4,2.25,1910,8400,2,0,0,average,1910,0,1975,1975,98072,47.7352,-122.175,1910,8400
4664,5.611723308,4,3.25,3140,10752,2,0,0,average,2300,840,1992,1992,98146,47.5022,-122.363,1300,9920
4665,5.607455023,3,1,1250,7280,1,0,0,average,1250,0,1975,1975,98052,47.6986,-122.129,1690,7280
4666,5.748343104,3,2.5,1990,3984,2,0,0,average,1990,0,2004,2004,98075,47.5914,-122.017,2320,3984
4667,5.51054501,4,1.75,2110,7208,1,0,0,average,1170,940,1975,1975,98058,47.4464,-122.129,1820,7208
4668,5.591064607,4,2.5,2490,8290,2,0,0,average,2490,0,1999,1999,98092,47.3305,-122.171,2690,7008
4669,5.617000341,2,1,800,5000,1,0,0,average,800,0,1938,1938,98055,47.4914,-122.204,1220,5000
4670,5.644930708,3,2.5,2360,4670,2,0,0,average,2360,0,1998,1998,98065,47.537,-121.871,2420,5620
4671,5.574031268,3,2.5,1770,5146,2,0,0,average,1770,0,1992,1992,98106,47.5263,-122.356,1230,5160
4672,5.825101412,4,2.5,2710,5500,2,0,0,average,2710,0,1999,1999,98074,47.6027,-122.023,2710,6242
4673,5.73239376,5,1.5,1940,10202,1.5,0,0,good,1940,0,1940,1940,98125,47.7213,-122.31,1900,8000
4674,6.01494035,4,3.25,3450,11240,2,0,3,good,2430,1020,1960,2001,98166,47.4556,-122.372,2412,19499
4675,6.128722284,4,3.25,3440,4920,2,0,4,average,2520,920,2014,2014,98116,47.5727,-122.409,2350,5166
4676,5.879669206,4,2.75,2410,9549,1,0,0,good,1780,630,1956,1956,98033,47.6503,-122.197,2090,9549
4677,5.977668744,4,2.25,2290,10687,2,0,0,average,2290,0,1978,1978,98004,47.5878,-122.202,2290,10300
4678,5.755874856,3,1,1030,4089,1.5,0,0,average,1030,0,1927,1927,98116,47.574,-122.385,1440,4917
4679,5.866877814,4,2.5,2290,12047,2,0,0,good,2290,0,1988,1988,98006,47.5599,-122.105,3130,15666
4680,5.826074803,3,1.5,1490,4400,1.5,0,0,good,1490,0,1906,1906,98122,47.6113,-122.292,1560,4400
4681,6.053078443,4,1.75,2370,8400,1,0,0,very_good,1270,1100,1949,1949,98105,47.6716,-122.264,2370,8400
4682,5.812913357,4,2,1930,3976,1.5,0,0,good,1930,0,1914,1914,98122,47.6117,-122.297,1470,4080
4683,5.838849091,2,1.75,1600,4000,1,0,0,very_good,850,750,1918,1918,98112,47.6408,-122.3,1860,4000
4684,5.785329835,4,2.25,2240,45738,2,0,0,average,2240,0,1988,1988,98053,47.687,-122.047,3180,45738
4685,5.616475514,2,1,770,4000,1,0,0,very_good,770,0,1924,1924,98117,47.6959,-122.364,1420,5040
4686,5.883661435,3,2.5,2300,9752,2,0,2,average,2300,0,1968,2003,98075,47.5825,-122.076,2640,10764
4687,5.918135226,4,2.75,3400,7081,2,0,0,average,3400,0,2001,2001,98006,47.5661,-122.123,3060,7081
4688,5.311753861,2,1,900,4397,1,0,0,average,900,0,1918,1918,98055,47.4851,-122.205,1430,4500
4689,5.667452953,3,2.5,1450,5175,1,0,0,average,1030,420,1995,1995,98133,47.7082,-122.338,1740,9250
4690,5.745074792,4,2.5,2240,5402,2,0,0,average,2240,0,2005,2005,98133,47.772,-122.35,2240,7560
4691,5.73239376,4,2.5,1780,4169,2,0,0,average,1780,0,1994,1994,98029,47.5695,-122.006,1830,4164
4692,5.626340367,4,2.5,2320,4254,2,0,0,average,2320,0,2004,2004,98059,47.48,-122.137,2330,4602
4693,5.574031268,3,1.75,1590,14766,1,0,0,average,1590,0,1963,1963,98007,47.5902,-122.147,2040,10190
4694,5.238673243,3,1,990,12696,1.5,0,0,average,990,0,1936,1936,98168,47.4776,-122.279,1260,8937
4695,5.778078862,3,1.5,2605,12030,1,0,0,average,1355,1250,2003,2003,98019,47.7725,-121.899,1590,15242
4696,5.810232518,5,2.75,2870,4461,1,0,0,average,1650,1220,1976,1976,98107,47.675,-122.39,1890,4196
4697,6.031408464,5,4.75,5180,17811,2,0,2,average,4070,1110,2001,2001,98065,47.5405,-121.868,3960,15103
4698,5.746634199,4,2,2180,3870,1,0,0,average,1020,1160,1900,1900,98122,47.6089,-122.303,1520,2580
4699,5.549003262,2,1,850,5225,1,0,0,average,850,0,1949,1949,98126,47.5311,-122.38,1230,5225
4700,6.077367905,4,4,4050,9517,2,0,0,average,3360,690,1990,1990,98040,47.5769,-122.215,3330,9436
4701,5.826074803,4,2,2250,4200,1.5,0,0,average,1650,600,1909,1909,98122,47.6136,-122.297,1200,3360
4702,6.051152522,6,4.25,3100,9378,3,0,2,average,3100,0,1978,1978,98112,47.6381,-122.314,3270,6334
4703,5.427323786,2,1,1747,12250,2.5,0,0,good,1747,0,1948,1948,98001,47.3282,-122.285,1620,10300
4704,5.476831629,4,2.5,2410,4708,2,0,0,average,2410,0,2002,2002,98092,47.3229,-122.182,2517,5290
4705,5.633468456,4,1.75,2070,9120,1,0,0,good,1250,820,1958,1958,98008,47.6045,-122.123,1650,8400
4706,5.889301703,5,1,1860,3040,1.5,0,0,average,1530,330,1921,1921,98103,47.6559,-122.339,1910,3600
4707,5.522444234,3,1,950,5214,1,0,0,average,830,120,1944,1944,98126,47.5362,-122.379,1490,7636
4708,5.526339277,3,2,1060,11765,1,0,0,good,1060,0,1951,1951,98125,47.7333,-122.302,1500,9151
4709,5.509202522,2,1,880,1712,2,0,0,good,880,0,1945,1945,98199,47.6475,-122.397,1360,1748
4710,5.759667845,4,2.5,2550,56628,2,0,0,average,2550,0,2001,2001,98027,47.4913,-122.081,1870,56628
4711,5.515873844,2,2.25,1550,2079,2,0,0,average,1550,0,2008,2008,98106,47.54,-122.368,1420,1977
