TD,Ticker,Date,Close_Price,Volume,Year,TY
710,MSFT,2010-07-27,20.56232452,60672100,2010,5
715,MSFT,2010-07-28,20.39726067,69704800,2010,5
720,MSFT,2010-07-29,20.46014404,69446200,2010,5
725,MSFT,2010-07-30,20.28721428,83534800,2010,5
730,MSFT,2010-08-02,20.69594383,55044600,2010,5
735,MSFT,2010-08-03,20.56232452,56877700,2010,5
740,MSFT,2010-08-04,20.22433281,78531900,2010,5
745,MSFT,2010-08-05,19.94136429,64922100,2010,5
750,MSFT,2010-08-06,20.0828476,55982100,2010,5
755,MSFT,2010-08-09,20.13000679,57096500,2010,5
760,MSFT,2010-08-10,19.70555496,87257700,2010,5
765,MSFT,2010-08-11,19.54049873,76746900,2010,5
770,MSFT,2010-08-12,19.24967003,70240500,2010,5
775,MSFT,2010-08-13,19.17892647,45263500,2010,5
780,MSFT,2010-08-16,19.2575264,40909700,2010,5
785,MSFT,2010-08-17,19.52619743,52912600,2010,5
790,MSFT,2010-08-18,19.61311722,46818900,2010,5
795,MSFT,2010-08-19,19.31284142,54064600,2010,5
800,MSFT,2010-08-20,19.14689827,49560100,2010,5
805,MSFT,2010-08-23,19.1864109,51643000,2010,5
810,MSFT,2010-08-24,18.99675369,66522500,2010,5
815,MSFT,2010-08-25,19.04417229,47404800,2010,5
820,MSFT,2010-08-26,18.82290268,49105300,2010,5
825,MSFT,2010-08-27,18.90983391,60939400,2010,5
830,MSFT,2010-08-30,18.68066978,45453100,2010,5
835,MSFT,2010-08-31,18.54633522,66074600,2010,5
840,MSFT,2010-09-01,18.88612366,65235900,2010,5
845,MSFT,2010-09-02,18.91773415,48837100,2010,5
850,MSFT,2010-09-03,19.19431114,64189100,2010,5
855,MSFT,2010-09-07,18.93353462,51928700,2010,5
860,MSFT,2010-09-08,18.90983391,65512400,2010,5
865,MSFT,2010-09-09,18.97304726,46028900,2010,5
870,MSFT,2010-09-10,18.84661484,58284300,2010,5
875,MSFT,2010-09-13,19.84229279,114680400,2010,5
880,MSFT,2010-09-14,19.77906609,87160400,2010,5
885,MSFT,2010-09-15,19.8501873,56201900,2010,5
890,MSFT,2010-09-16,20.01613426,44548300,2010,5
895,MSFT,2010-09-17,19.92921066,70341600,2010,5
900,MSFT,2010-09-20,20.09515762,49838700,2010,5
905,MSFT,2010-09-21,19.87388992,52675700,2010,5
910,MSFT,2010-09-22,19.44717789,94299400,2010,5
915,MSFT,2010-09-23,19.30493927,46201800,2010,5
920,MSFT,2010-09-24,19.58151436,51948800,2010,5
925,MSFT,2010-09-27,19.54200745,43603300,2010,5
930,MSFT,2010-09-28,19.50249481,56041200,2010,5
935,MSFT,2010-09-29,19.3602562,44318900,2010,5
940,MSFT,2010-09-30,19.35235405,61262700,2010,5
945,MSFT,2010-10-01,19.26542664,62672300,2010,5
950,MSFT,2010-10-04,18.89402771,98143400,2010,5
955,MSFT,2010-10-05,19.24172211,78152900,2010,5
960,MSFT,2010-10-06,19.30493927,50489700,2010,5
965,MSFT,2010-10-07,19.38395691,50096100,2010,5
970,MSFT,2010-10-08,19.41556358,41327800,2010,5
975,MSFT,2010-10-11,19.4313736,27587800,2010,5
980,MSFT,2010-10-12,19.62102318,50141500,2010,5
985,MSFT,2010-10-13,20.0240345,75336500,2010,5
990,MSFT,2010-10-14,19.93710899,51949100,2010,5
995,MSFT,2010-10-15,20.1820755,68954800,2010,5
1000,MSFT,2010-10-18,20.40334129,48330500,2010,5
1005,MSFT,2010-10-19,19.83438301,66150900,2010,5
1010,MSFT,2010-10-20,20.00032997,56283600,2010,5
1015,MSFT,2010-10-21,20.08725166,50032400,2010,5
1020,MSFT,2010-10-22,20.05563927,25837900,2010,5
1025,MSFT,2010-10-25,19.90550232,50912400,2010,5
1030,MSFT,2010-10-26,20.46655083,69304200,2010,5
1035,MSFT,2010-10-27,20.58508492,64805500,2010,5
1040,MSFT,2010-10-28,20.76683426,80730300,2010,5
1045,MSFT,2010-10-29,21.07501793,114193200,2010,5
1050,MSFT,2010-11-01,21.29627991,61912100,2010,5
1055,MSFT,2010-11-02,21.6439724,54402100,2010,5
1060,MSFT,2010-11-03,21.35949516,110255300,2010,5
1065,MSFT,2010-11-04,21.44642448,93599300,2010,5
1070,MSFT,2010-11-05,21.21725845,110953700,2010,5
1075,MSFT,2010-11-08,21.18564987,71670800,2010,5
1080,MSFT,2010-11-09,21.29627991,58538600,2010,5
1085,MSFT,2010-11-10,21.28838158,52277300,2010,5
1090,MSFT,2010-11-11,21.08292389,62073100,2010,5
1095,MSFT,2010-11-12,20.75893784,64962200,2010,5
1100,MSFT,2010-11-15,20.703619,51794600,2010,5
1105,MSFT,2010-11-16,20.52075195,65339200,2010,5
1110,MSFT,2010-11-17,20.32993317,58299700,2010,5
1115,MSFT,2010-11-18,20.54460335,59514000,2010,5
1120,MSFT,2010-11-19,20.42534447,52423200,2010,5
1125,MSFT,2010-11-22,20.45714188,53350500,2010,5
1130,MSFT,2010-11-23,19.97215652,69742500,2010,5
1135,MSFT,2010-11-24,20.17092133,56825900,2010,5
1140,MSFT,2010-11-26,20.07551575,21356500,2010,5
1145,MSFT,2010-11-29,20.12322044,56603600,2010,5
1150,MSFT,2010-11-30,20.08345985,75282100,2010,5
1155,MSFT,2010-12-01,20.70362091,74123500,2010,5
1160,MSFT,2010-12-02,21.37942696,91759200,2010,5
1165,MSFT,2010-12-03,21.48278809,52622000,2010,5
1170,MSFT,2010-12-06,21.33966827,36264200,2010,5
1175,MSFT,2010-12-07,21.36352158,57860500,2010,5
1180,MSFT,2010-12-08,21.64974785,41666800,2010,5
1185,MSFT,2010-12-09,21.53048897,47148300,2010,5
1190,MSFT,2010-12-10,21.73720551,37625800,2010,5
1195,MSFT,2010-12-13,21.66564941,47943900,2010,5
1200,MSFT,2010-12-14,21.95983696,64070500,2010,5
1205,MSFT,2010-12-15,22.1427021,69634200,2010,5
1210,MSFT,2010-12-16,22.25400734,57680200,2010,5
1215,MSFT,2010-12-17,22.18244934,87456500,2010,5
1220,MSFT,2010-12-20,22.11088753,52811000,2010,5
1225,MSFT,2010-12-21,22.31761169,38153000,2010,5
1230,MSFT,2010-12-22,22.41301155,42252300,2010,5
1235,MSFT,2010-12-23,22.50046921,24902500,2010,5
1240,MSFT,2010-12-27,22.31761169,21652800,2010,5
1245,MSFT,2010-12-28,22.26990509,23042200,2010,5
1250,MSFT,2010-12-29,22.23810387,19502500,2010,5
1255,MSFT,2010-12-30,22.1427021,20786100,2010,5
1260,MSFT,2010-12-31,22.19040108,24752000,2010,5
1265,MSFT,2011-01-03,22.2460556,53443800,2011,10
1270,MSFT,2011-01-04,22.33351326,54405600,2011,10
1275,MSFT,2011-01-05,22.26195526,58998700,2011,10
1280,MSFT,2011-01-06,22.913908,88026300,2011,10
1285,MSFT,2011-01-07,22.73899841,73762000,2011,10
1290,MSFT,2011-01-10,22.43686676,57573600,2011,10
1295,MSFT,2011-01-11,22.34941292,50298900,2011,10
1300,MSFT,2011-01-12,22.69924736,52631100,2011,10
1305,MSFT,2011-01-13,22.41301155,67077600,2011,10
1310,MSFT,2011-01-14,22.50046921,62688400,2011,10
1315,MSFT,2011-01-18,22.7866993,53322700,2011,10
1320,MSFT,2011-01-19,22.63563728,50005900,2011,10
1325,MSFT,2011-01-20,22.54022789,58613600,2011,10
1330,MSFT,2011-01-21,22.2778511,58080300,2011,10
1335,MSFT,2011-01-24,22.56407928,52047800,2011,10
1340,MSFT,2011-01-25,22.61973763,42436600,2011,10
1345,MSFT,2011-01-26,22.88211441,74628800,2011,10
1350,MSFT,2011-01-27,22.95366478,146938600,2011,10
1355,MSFT,2011-01-28,22.06319046,141249400,2011,10
1360,MSFT,2011-01-31,22.04728508,65029000,2011,10
1365,MSFT,2011-02-01,22.25400734,62810700,2011,10
1370,MSFT,2011-02-02,22.21425056,45824000,2011,10
1375,MSFT,2011-02-03,21.98368263,60340100,2011,10
1380,MSFT,2011-02-04,22.0790863,40412200,2011,10
1385,MSFT,2011-02-07,22.4209671,68980900,2011,10
1390,MSFT,2011-02-08,22.48457336,34904200,2011,10
1395,MSFT,2011-02-09,22.23810387,52905100,2011,10
1400,MSFT,2011-02-10,21.86442184,76672400,2011,10
1405,MSFT,2011-02-11,21.66564941,83939700,2011,10
1410,MSFT,2011-02-14,21.64974785,56766200,2011,10
1415,MSFT,2011-02-15,21.56177521,44116500,2011,10
1420,MSFT,2011-02-16,21.60976601,70817900,2011,10
1425,MSFT,2011-02-17,21.76171684,57207300,2011,10
1430,MSFT,2011-02-18,21.64175606,68667800,2011,10
1435,MSFT,2011-02-22,21.26586914,60889000,2011,10
1440,MSFT,2011-02-23,21.26586914,60234100,2011,10
1445,MSFT,2011-02-24,21.40982246,64494200,2011,10
1450,MSFT,2011-02-25,21.23386955,53006300,2011,10
1455,MSFT,2011-02-28,21.257864,51379900,2011,10
1460,MSFT,2011-03-01,20.92196083,60055000,2011,10
1465,MSFT,2011-03-02,20.85798264,48658200,2011,10
1470,MSFT,2011-03-03,20.95395279,68271500,2011,10
1475,MSFT,2011-03-04,20.75401115,70437200,2011,10
1480,MSFT,2011-03-07,20.57006264,64980400,2011,10
1485,MSFT,2011-03-08,20.7220192,50549800,2011,10
1490,MSFT,2011-03-09,20.70602417,39789100,2011,10
1495,MSFT,2011-03-10,20.32213402,66549500,2011,10
1500,MSFT,2011-03-11,20.53807068,49905800,2011,10
1505,MSFT,2011-03-14,20.54607391,54473400,2011,10
1510,MSFT,2011-03-15,20.3061409,76067300,2011,10
1515,MSFT,2011-03-16,19.82628059,100725400,2011,10
1520,MSFT,2011-03-17,19.81828499,62497000,2011,10
1525,MSFT,2011-03-18,19.83427429,85486700,2011,10
1530,MSFT,2011-03-21,20.25815964,46878100,2011,10
1535,MSFT,2011-03-22,20.23415565,30895600,2011,10
1540,MSFT,2011-03-23,20.42610931,43969000,2011,10
1545,MSFT,2011-03-24,20.64203644,38696700,2011,10
1550,MSFT,2011-03-25,20.49008179,57029800,2011,10
1555,MSFT,2011-03-28,20.32213402,48973200,2011,10
1560,MSFT,2011-03-29,20.38611221,40763500,2011,10
1565,MSFT,2011-03-30,20.48208809,41999300,2011,10
1570,MSFT,2011-03-31,20.3061409,63233700,2011,10
1575,MSFT,2011-04-01,20.37812233,63114200,2011,10
1580,MSFT,2011-04-04,20.43410301,35433700,2011,10
1585,MSFT,2011-04-05,20.61805153,73651100,2011,10
1590,MSFT,2011-04-06,20.91396523,65581400,2011,10
1595,MSFT,2011-04-07,20.95395279,46134700,2011,10
1600,MSFT,2011-04-08,20.84998131,39887600,2011,10
1605,MSFT,2011-04-11,20.77799988,34286300,2011,10
1610,MSFT,2011-04-12,20.50608063,36920400,2011,10
1615,MSFT,2011-04-13,20.49809074,38144700,2011,10
1620,MSFT,2011-04-14,20.33013153,55239900,2011,10
1625,MSFT,2011-04-15,20.29014206,65080400,2011,10
1630,MSFT,2011-04-18,20.05821419,58045100,2011,10
1635,MSFT,2011-04-19,20.11419106,38892400,2011,10
1640,MSFT,2011-04-20,20.6020565,61608600,2011,10
1645,MSFT,2011-04-21,20.41011047,46892300,2011,10
1650,MSFT,2011-04-25,20.48208809,33525100,2011,10
1655,MSFT,2011-04-26,20.94595909,69200000,2011,10
1660,MSFT,2011-04-27,21.09790993,52689000,2011,10
1665,MSFT,2011-04-28,21.36183357,80200000,2011,10
1670,MSFT,2011-04-29,20.7300148,319317900,2011,10
1675,MSFT,2011-05-02,20.52207565,89825600,2011,10
1680,MSFT,2011-05-03,20.64203644,71892900,2011,10
1685,MSFT,2011-05-04,20.8419857,73292300,2011,10
1690,MSFT,2011-05-05,20.62604713,55600000,2011,10
1695,MSFT,2011-05-06,20.69002724,55993000,2011,10
1700,MSFT,2011-05-09,20.65803909,38696400,2011,10
1705,MSFT,2011-05-10,20.53007507,120798700,2011,10
1710,MSFT,2011-05-11,20.28214455,78600000,2011,10
1715,MSFT,2011-05-12,20.25015068,77400000,2011,10
1720,MSFT,2011-05-13,20.0182209,66812300,2011,10
1725,MSFT,2011-05-16,19.65032387,91350900,2011,10
1730,MSFT,2011-05-17,19.73887825,82882100,2011,10
1735,MSFT,2011-05-18,19.87573051,53931100,2011,10
1740,MSFT,2011-05-19,19.89988136,37783600,2011,10
1745,MSFT,2011-05-20,19.71472931,45451500,2011,10
1750,MSFT,2011-05-23,19.45712852,52692500,2011,10
1755,MSFT,2011-05-24,19.44102478,47691800,2011,10
1760,MSFT,2011-05-25,19.47322655,34904200,2011,10
1765,MSFT,2011-05-26,19.85962868,78016600,2011,10
1770,MSFT,2011-05-27,19.93208313,50251000,2011,10
1775,MSFT,2011-05-31,20.1333313,60196300,2011,10
1780,MSFT,2011-06-01,19.66642952,74033500,2011,10
1785,MSFT,2011-06-02,19.4973774,51487800,2011,10
1790,MSFT,2011-06-03,19.24782372,60697700,2011,10
1795,MSFT,2011-06-06,19.32832336,54778700,2011,10
1800,MSFT,2011-06-07,19.36857605,41112600,2011,10
1805,MSFT,2011-06-08,19.27197075,42205000,2011,10
1810,MSFT,2011-06-09,19.28807068,42878700,2011,10
1815,MSFT,2011-06-10,19.0868206,49327200,2011,10
1820,MSFT,2011-06-13,19.3524704,47572500,2011,10
1825,MSFT,2011-06-14,19.4973774,42894500,2011,10
1830,MSFT,2011-06-15,19.11097336,49410200,2011,10
1835,MSFT,2011-06-16,19.32027626,57184100,2011,10
1840,MSFT,2011-06-17,19.52957916,83320400,2011,10
1845,MSFT,2011-06-20,19.69862938,54338400,2011,10
1850,MSFT,2011-06-21,19.93208313,49708700,2011,10
1855,MSFT,2011-06-22,19.84352684,44287300,2011,10
1860,MSFT,2011-06-23,19.82742882,59470400,2011,10
1865,MSFT,2011-06-24,19.56177902,101387200,2011,10
1870,MSFT,2011-06-27,20.28628731,92044200,2011,10
1875,MSFT,2011-06-28,20.76930046,81032100,2011,10
1880,MSFT,2011-06-29,20.62439728,66051000,2011,10
1885,MSFT,2011-06-30,20.93030167,52535400,2011,10
1890,MSFT,2011-07-01,20.94639397,52906200,2011,10
1895,MSFT,2011-07-05,20.9544487,37805300,2011,10
1900,MSFT,2011-07-06,21.19594765,48744200,2011,10
1905,MSFT,2011-07-07,21.55015755,51946500,2011,10
1910,MSFT,2011-07-08,21.67090607,58320700,2011,10
1915,MSFT,2011-07-11,21.4374485,43999800,2011,10
1920,MSFT,2011-07-12,21.36500549,47319300,2011,10
1925,MSFT,2011-07-13,21.4374485,40861800,2011,10
1930,MSFT,2011-07-14,21.30864334,46382300,2011,10
1935,MSFT,2011-07-15,21.55820465,49132400,2011,10
1940,MSFT,2011-07-18,21.40525055,44501900,2011,10
1945,MSFT,2011-07-19,22.17001343,86730600,2011,10
1950,MSFT,2011-07-20,21.7836132,49795400,2011,10
1955,MSFT,2011-07-21,21.81580734,81737400,2011,10
1960,MSFT,2011-07-22,22.16196442,76380600,2011,10
1965,MSFT,2011-07-25,22.4678669,108482400,2011,10
1970,MSFT,2011-07-26,22.6047287,74636500,2011,10
1975,MSFT,2011-07-27,22.00095749,71488700,2011,10
1980,MSFT,2011-07-28,22.31491852,83761400,2011,10
1985,MSFT,2011-07-29,22.05731392,104394800,2011,10
1990,MSFT,2011-08-01,21.9526577,61838400,2011,10
1995,MSFT,2011-08-02,21.57430267,63883100,2011,10
2000,MSFT,2011-08-03,21.67090607,64581200,2011,10
2005,MSFT,2011-08-04,20.88199425,92949500,2011,10
2010,MSFT,2011-08-05,20.67269135,112071700,2011,10
2015,MSFT,2011-08-08,19.70667458,134257200,2011,10
2020,MSFT,2011-08-09,20.59218979,126268900,2011,10
2025,MSFT,2011-08-10,19.48127174,127819900,2011,10
2030,MSFT,2011-08-11,20.2782383,90690100,2011,10
2035,MSFT,2011-08-12,20.20578766,64787100,2011,10
2040,MSFT,2011-08-15,20.53583908,56529400,2011,10
2045,MSFT,2011-08-16,20.53584099,54251500,2011,10
2050,MSFT,2011-08-17,20.45483017,50923700,2011,10
2055,MSFT,2011-08-18,19.98497581,105714200,2011,10
2060,MSFT,2011-08-19,19.48271942,77397900,2011,10
2065,MSFT,2011-08-22,19.42601395,54721000,2011,10
2070,MSFT,2011-08-23,20.02548027,59670600,2011,10
2075,MSFT,2011-08-24,20.17130089,45329700,2011,10
2080,MSFT,2011-08-25,19.90396309,48192000,2011,10
2085,MSFT,2011-08-26,20.45483017,71957000,2011,10
2090,MSFT,2011-08-29,20.93278694,38863200,2011,10
2095,MSFT,2011-08-30,21.24872017,57341400,2011,10
2100,MSFT,2011-08-31,21.54846191,59300800,2011,10
2105,MSFT,2011-09-01,21.23252487,60510800,2011,10
2110,MSFT,2011-09-02,20.90038681,43894400,2011,10
2115,MSFT,2011-09-06,20.66545677,54929300,2011,10
2120,MSFT,2011-09-07,21.06240273,41961000,2011,10
2125,MSFT,2011-09-08,21.24062157,65811900,2011,10
2130,MSFT,2011-09-09,20.85177803,64529200,2011,10
2135,MSFT,2011-09-12,20.97328949,55046100,2011,10
2140,MSFT,2011-09-13,21.09480667,48792300,2011,10
2145,MSFT,2011-09-14,21.467453,66739200,2011,10
2150,MSFT,2011-09-15,21.8643856,67808300,2011,10
2155,MSFT,2011-09-16,21.9697094,89681500,2011,10
2160,MSFT,2011-09-19,22.04261208,52324900,2011,10
2165,MSFT,2011-09-20,21.85629082,49211900,2011,10
2170,MSFT,2011-09-21,21.05430222,72750700,2011,10
2175,MSFT,2011-09-22,20.30091095,96278300,2011,10
2180,MSFT,2011-09-23,20.30091095,64768100,2011,10
2185,MSFT,2011-09-26,20.60874939,51057600,2011,10
2190,MSFT,2011-09-27,20.79507446,55620700,2011,10
2195,MSFT,2011-09-28,20.72216415,60736200,2011,10
2200,MSFT,2011-09-29,20.61684799,63407300,2011,10
2205,MSFT,2011-09-30,20.16319847,54060500,2011,10
2210,MSFT,2011-10-03,19.87156487,64592500,2011,10
2215,MSFT,2011-10-04,20.52774239,83485400,2011,10
2220,MSFT,2011-10-05,20.97328949,94061300,2011,10
2225,MSFT,2011-10-06,21.33782959,55111400,2011,10
2230,MSFT,2011-10-07,21.26491928,52741600,2011,10
2235,MSFT,2011-10-10,21.82388496,41815300,2011,10
2240,MSFT,2011-10-11,21.87249756,38826200,2011,10
2245,MSFT,2011-10-12,21.84009171,52489800,2011,10
2250,MSFT,2011-10-13,22.01831436,43823500,2011,10
2255,MSFT,2011-10-14,22.09121513,50947700,2011,10
2260,MSFT,2011-10-17,21.85629082,39453300,2011,10
2265,MSFT,2011-10-18,22.12362289,52487900,2011,10
2270,MSFT,2011-10-19,21.97780228,42880000,2011,10
2275,MSFT,2011-10-20,21.90489769,76300200,2011,10
2280,MSFT,2011-10-21,22.00210571,76620600,2011,10
2285,MSFT,2011-10-24,22.02641106,56897800,2011,10
2290,MSFT,2011-10-25,21.71857071,53554600,2011,10
2295,MSFT,2011-10-26,21.54035759,63029900,2011,10
2300,MSFT,2011-10-27,22.07501221,74512400,2011,10
2305,MSFT,2011-10-28,21.85629082,57712100,2011,10
2310,MSFT,2011-10-31,21.57275772,46799000,2011,10
2315,MSFT,2011-11-01,21.05430222,61182600,2011,10
2320,MSFT,2011-11-02,21.07049561,53533100,2011,10
2325,MSFT,2011-11-03,21.49175072,65836100,2011,10
2330,MSFT,2011-11-04,21.26491928,36549200,2011,10
2335,MSFT,2011-11-07,21.71047211,42589700,2011,10
2340,MSFT,2011-11-08,22.00210571,47822500,2011,10
2345,MSFT,2011-11-09,21.22442245,62950900,2011,10
2350,MSFT,2011-11-10,21.28922844,32514400,2011,10
2355,MSFT,2011-11-11,21.79959297,37903000,2011,10
2360,MSFT,2011-11-14,21.67807007,34199200,2011,10
2365,MSFT,2011-11-15,21.82498741,43874200,2011,10
2370,MSFT,2011-11-16,21.27813148,53262800,2011,10
2375,MSFT,2011-11-17,20.84555435,70977500,2011,10
2380,MSFT,2011-11-18,20.64966583,47626200,2011,10
2385,MSFT,2011-11-21,20.40481186,61882500,2011,10
2390,MSFT,2011-11-22,20.2334137,49204500,2011,10
2395,MSFT,2011-11-23,19.972229,49099700,2011,10
2400,MSFT,2011-11-25,19.83347893,26164600,2011,10
2405,MSFT,2011-11-28,20.29870796,46766700,2011,10
2410,MSFT,2011-11-29,20.27421379,40917100,2011,10
2415,MSFT,2011-11-30,20.87819862,81350900,2011,10
2420,MSFT,2011-12-01,20.63334274,48545400,2011,10
2425,MSFT,2011-12-02,20.58437729,52293800,2011,10
2430,MSFT,2011-12-05,20.9761467,56818400,2011,10
2435,MSFT,2011-12-06,20.9434967,46175300,2011,10
2440,MSFT,2011-12-07,20.89452744,62667000,2011,10
2445,MSFT,2011-12-08,20.7312851,60522200,2011,10
2450,MSFT,2011-12-09,20.9761467,53788500,2011,10
2455,MSFT,2011-12-12,20.82107162,38945900,2011,10
2460,MSFT,2011-12-13,21.02511978,54581100,2011,10
2465,MSFT,2011-12-14,20.88636971,47926400,2011,10
2470,MSFT,2011-12-15,20.86187744,46213900,2011,10
2475,MSFT,2011-12-16,21.22100258,101408100,2011,10
2480,MSFT,2011-12-19,20.8373909,52258300,2011,10
2485,MSFT,2011-12-20,21.24549294,60767600,2011,10
2490,MSFT,2011-12-21,21.02511978,64132500,2011,10
2495,MSFT,2011-12-22,21.06592941,35794100,2011,10
2500,MSFT,2011-12-23,21.24549294,23205800,2011,10
2505,MSFT,2011-12-27,21.25365829,21287200,2011,10
2510,MSFT,2011-12-28,21.07408905,29822500,2011,10
2515,MSFT,2011-12-29,21.23732567,22616900,2011,10
2520,MSFT,2011-12-30,21.18835449,27395700,2011,10
2525,MSFT,2012-01-03,21.84947395,64731500,2012,15
2530,MSFT,2012-01-04,22.36367226,80516100,2012,15
2535,MSFT,2012-01-05,22.59220123,56081400,2012,15
2540,MSFT,2012-01-06,22.94316864,99455500,2012,15
2545,MSFT,2012-01-09,22.64117241,59706800,2012,15
2550,MSFT,2012-01-10,22.72279549,60014400,2012,15
2555,MSFT,2012-01-11,22.62485123,65582400,2012,15
2560,MSFT,2012-01-12,22.85338593,49370800,2012,15
2565,MSFT,2012-01-13,23.05743599,60196100,2012,15
2570,MSFT,2012-01-17,23.06559944,72395300,2012,15
2575,MSFT,2012-01-18,23.04110909,64860600,2012,15
2580,MSFT,2012-01-19,22.95133209,74053500,2012,15
2585,MSFT,2012-01-20,24.24907875,165902900,2012,15
2590,MSFT,2012-01-23,24.26539993,76078100,2012,15
2595,MSFT,2012-01-24,23.94708633,51703300,2012,15
2600,MSFT,2012-01-25,24.12664795,59231700,2012,15
2605,MSFT,2012-01-26,24.07767868,49102800,2012,15
2610,MSFT,2012-01-27,23.85730362,44187700,2012,15
2615,MSFT,2012-01-30,24.16745758,51114800,2012,15
2620,MSFT,2012-01-31,24.10216331,50572400,2012,15
2625,MSFT,2012-02-01,24.39599609,67409900,2012,15
2630,MSFT,2012-02-02,24.44496536,52223300,2012,15
2635,MSFT,2012-02-03,24.68166351,41838500,2012,15
2640,MSFT,2012-02-06,24.64901161,28039700,2012,15
2645,MSFT,2012-02-07,24.7714386,39242400,2012,15
2650,MSFT,2012-02-08,25.02445984,49659100,2012,15
2655,MSFT,2012-02-09,25.11423874,50481600,2012,15
2660,MSFT,2012-02-10,24.89387512,44605300,2012,15
2665,MSFT,2012-02-13,24.95916176,33319800,2012,15
2670,MSFT,2012-02-14,24.85236549,59644000,2012,15
2675,MSFT,2012-02-15,24.68804359,43311300,2012,15
2680,MSFT,2012-02-16,25.70678902,94705100,2012,15
2685,MSFT,2012-02-17,25.67393112,70036500,2012,15
2690,MSFT,2012-02-21,25.8300209,50829900,2012,15
2695,MSFT,2012-02-22,25.69035721,49253200,2012,15
2700,MSFT,2012-02-23,25.77251244,35034700,2012,15
2705,MSFT,2012-02-24,25.86288261,35575400,2012,15
2710,MSFT,2012-02-27,25.75608444,34568400,2012,15
2715,MSFT,2012-02-28,26.18329811,45230600,2012,15
2720,MSFT,2012-02-29,26.07649612,59323600,2012,15
2725,MSFT,2012-03-01,26.52835655,77344100,2012,15
2730,MSFT,2012-03-02,26.35583115,47314200,2012,15
2735,MSFT,2012-03-05,26.12578583,45240000,2012,15
2740,MSFT,2012-03-06,25.92860985,51932900,2012,15
2745,MSFT,2012-03-07,26.15865517,34340400,2012,15
2750,MSFT,2012-03-08,26.29831696,36747400,2012,15
2755,MSFT,2012-03-09,26.28188705,34628400,2012,15
2760,MSFT,2012-03-12,26.32296562,34073600,2012,15
2765,MSFT,2012-03-13,26.84055138,48951700,2012,15
2770,MSFT,2012-03-14,26.92271614,41986900,2012,15
2775,MSFT,2012-03-15,26.98843384,49068300,2012,15
2780,MSFT,2012-03-16,26.78303719,65626400,2012,15
2785,MSFT,2012-03-19,26.45441246,44789200,2012,15
2790,MSFT,2012-03-20,26.28188705,41566800,2012,15
2795,MSFT,2012-03-21,26.21615601,37928600,2012,15
2800,MSFT,2012-03-22,26.29010391,31749500,2012,15
2805,MSFT,2012-03-23,26.29831696,35912200,2012,15
2810,MSFT,2012-03-26,26.77482796,36758300,2012,15
2815,MSFT,2012-03-27,26.71731377,36274900,2012,15
2820,MSFT,2012-03-28,26.44620132,41344800,2012,15
2825,MSFT,2012-03-29,26.38868904,37038500,2012,15
2830,MSFT,2012-03-30,26.50370789,31749400,2012,15
2835,MSFT,2012-04-02,26.52835655,35853600,2012,15
2840,MSFT,2012-04-03,26.2408123,42752100,2012,15
2845,MSFT,2012-04-04,25.64106178,49455900,2012,15
2850,MSFT,2012-04-05,25.89575005,50368600,2012,15
2855,MSFT,2012-04-09,25.55069542,31056400,2012,15
2860,MSFT,2012-04-10,25.03310966,54131300,2012,15
2865,MSFT,2012-04-11,24.93452072,43014000,2012,15
2870,MSFT,2012-04-12,25.45210838,38304000,2012,15
2875,MSFT,2012-04-13,25.31244087,39749200,2012,15
2880,MSFT,2012-04-16,25.5342617,38124800,2012,15
2885,MSFT,2012-04-17,25.8300209,34361500,2012,15
2890,MSFT,2012-04-18,25.5835495,40552900,2012,15
2895,MSFT,2012-04-19,25.47675514,54781200,2012,15
2900,MSFT,2012-04-20,26.63516235,106045000,2012,15
2905,MSFT,2012-04-23,26.38868904,61398200,2012,15
2910,MSFT,2012-04-24,26.22437477,40871100,2012,15
2915,MSFT,2012-04-25,26.45441246,62495500,2012,15
2920,MSFT,2012-04-26,26.38047218,40308100,2012,15
2925,MSFT,2012-04-27,26.27366638,41419100,2012,15
2930,MSFT,2012-04-30,26.30653,35697200,2012,15
2935,MSFT,2012-05-01,26.29831696,43832300,2012,15
2940,MSFT,2012-05-02,26.12578583,37385300,2012,15
2945,MSFT,2012-05-03,26.09292603,31501300,2012,15
2950,MSFT,2012-05-04,25.45210838,57927200,2012,15
2955,MSFT,2012-05-07,25.1809845,48641400,2012,15
2960,MSFT,2012-05-08,25.05775452,46328300,2012,15
2965,MSFT,2012-05-09,25.2713604,50309300,2012,15
2970,MSFT,2012-05-10,25.2549324,43839200,2012,15
2975,MSFT,2012-05-11,25.59998703,43459300,2012,15
2980,MSFT,2012-05-14,25.20563698,40528900,2012,15
2985,MSFT,2012-05-15,24.98235893,61822800,2012,15
2990,MSFT,2012-05-16,24.72600365,60083700,2012,15
2995,MSFT,2012-05-17,24.57714653,48484000,2012,15
3000,MSFT,2012-05-18,24.20502281,56205300,2012,15
3005,MSFT,2012-05-21,24.60195541,38787900,2012,15
3010,MSFT,2012-05-22,24.61022186,39504900,2012,15
3015,MSFT,2012-05-23,24.07270813,65171000,2012,15
3020,MSFT,2012-05-24,24.03962326,52575000,2012,15
3025,MSFT,2012-05-25,24.031353,29507200,2012,15
3030,MSFT,2012-05-29,24.44483566,37758800,2012,15
3035,MSFT,2012-05-30,24.26290512,41585500,2012,15
3040,MSFT,2012-05-31,24.13885689,39134000,2012,15
