Article_ID,Title,Author,Ticker,Date,Year,Content,TY,TD
247542,This is only a sample title.,Jason Schwarz,AAPL,2011-01-20,2011,This is only a sample content.,6,1321.0
247547,This is only a sample title.,Steve Reitmeister,AAPL,2011-01-20,2011,This is only a sample content.,6,1321.0
247573,This is only a sample title.,Intelligent Speculator,AMZN,2011-01-20,2011,This is only a sample content.,7,1322.0
247586,This is only a sample title.,Michael J. Golde,AAPL,2011-01-20,2011,This is only a sample content.,6,1321.0
247671,This is only a sample title.,Markos Kaminis,AAPL,2011-01-20,2011,This is only a sample content.,6,1321.0
247729,This is only a sample title.,Stephen Rosenman,AAPL,2011-01-21,2011,This is only a sample content.,6,1326.0
247800,This is only a sample title.,Double Dividend Stocks,AAPL,2011-01-21,2011,This is only a sample content.,6,1326.0
247831,This is only a sample title.,Chuck Carnevale,KO,2011-01-21,2011,This is only a sample content.,9,1329.0
247853,This is only a sample title.,Zecco,AAPL,2011-01-21,2011,This is only a sample content.,6,1326.0
247977,This is only a sample title.,StreetAuthority,MSFT,2011-01-23,2011,This is only a sample content.,10,
248005,This is only a sample title.,Alacra Pulse Check Blog,AAPL,2011-01-23,2011,This is only a sample content.,6,
248038,This is only a sample title.,Neil Carvin,IBM,2011-01-24,2011,This is only a sample content.,8,1333.0
248104,This is only a sample title.,Mycroft,MSFT,2011-01-24,2011,This is only a sample content.,10,1335.0
248194,This is only a sample title.,Paul Zimbardo,AAPL,2011-01-24,2011,This is only a sample content.,6,1331.0
248214,This is only a sample title.,YCharts,AAPL,2011-01-24,2011,This is only a sample content.,6,1331.0
248230,This is only a sample title.,Andy Zaky,AAPL,2011-01-24,2011,This is only a sample content.,6,1331.0
248380,This is only a sample title.,Ray Merola,AAPL,2011-01-25,2011,This is only a sample content.,6,1336.0
248417,This is only a sample title.,Chris Johnson,MSFT,2011-01-25,2011,This is only a sample content.,10,1340.0
248439,This is only a sample title.,Trefis,AAPL,2011-01-25,2011,This is only a sample content.,6,1336.0
248465,This is only a sample title.,Carlos X. Alexandre,AAPL,2011-01-25,2011,This is only a sample content.,6,1336.0
248727,This is only a sample title.,Robert Freedland,AMZN,2011-01-26,2011,This is only a sample content.,7,1342.0
248735,This is only a sample title.,Bespoke Investment Group,AMZN,2011-01-26,2011,This is only a sample content.,7,1342.0
248835,This is only a sample title.,Theflyonthewall,AMZN,2011-01-26,2011,This is only a sample content.,7,1342.0
248845,This is only a sample title.,Trefis,MSFT,2011-01-26,2011,This is only a sample content.,10,1345.0
248849,This is only a sample title.,WhisperNumber,MSFT,2011-01-26,2011,This is only a sample content.,10,1345.0
249114,This is only a sample title.,Theflyonthewall,MSFT,2011-01-27,2011,This is only a sample content.,10,1350.0
249192,This is only a sample title.,TechCrunch,MSFT,2011-01-27,2011,This is only a sample content.,10,1350.0
249195,This is only a sample title.,Sam Diaz,AMZN,2011-01-27,2011,This is only a sample content.,7,1347.0
249249,This is only a sample title.,SA Transcripts,MSFT,2011-01-27,2011,This is only a sample content.,10,1350.0
249271,This is only a sample title.,SA Transcripts,AMZN,2011-01-27,2011,This is only a sample content.,7,1347.0
249345,This is only a sample title.,Mark J. Perry,AMZN,2011-01-28,2011,This is only a sample content.,7,1352.0
249404,This is only a sample title.,Stefan Sidahmed,AMZN,2011-01-28,2011,This is only a sample content.,7,1352.0
249476,This is only a sample title.,Larry Dignan,AMZN,2011-01-28,2011,This is only a sample content.,7,1352.0
249539,This is only a sample title.,Neil Carvin,MSFT,2011-01-30,2011,This is only a sample content.,10,
249586,This is only a sample title.,The Rational Walk,MSFT,2011-01-30,2011,This is only a sample content.,10,
249624,This is only a sample title.,Philip Mause,MSFT,2011-01-31,2011,This is only a sample content.,10,1360.0
249652,This is only a sample title.,David Klein,MSFT,2011-01-31,2011,This is only a sample content.,10,1360.0
249711,This is only a sample title.,Paul Zimbardo,AAPL,2011-01-31,2011,This is only a sample content.,6,1356.0
250249,This is only a sample title.,Trefis,AMZN,2011-02-02,2011,This is only a sample content.,7,1367.0
250483,This is only a sample title.,Jason Schwarz,AAPL,2011-02-03,2011,This is only a sample content.,6,1371.0
250507,This is only a sample title.,Stephen Windwalker,AMZN,2011-02-03,2011,This is only a sample content.,7,1372.0
250916,This is only a sample title.,Jim Pyke,MSFT,2011-02-04,2011,This is only a sample content.,10,1380.0
251086,This is only a sample title.,Alacra Pulse Check Blog,AMZN,2011-02-06,2011,This is only a sample content.,7,
251125,This is only a sample title.,Thoughts Worth Thinking,AAPL,2011-02-07,2011,This is only a sample content.,6,1381.0
251245,This is only a sample title.,Zecco,IBM,2011-02-07,2011,This is only a sample content.,8,1383.0
251319,This is only a sample title.,Neil Carvin,MSFT,2011-02-07,2011,This is only a sample content.,10,1385.0
251350,This is only a sample title.,Investment U,AAPL,2011-02-07,2011,This is only a sample content.,6,1381.0
251487,This is only a sample title.,Zecco,IBM,2011-02-08,2011,This is only a sample content.,8,1388.0
251538,This is only a sample title.,Benzinga,KO,2011-02-08,2011,This is only a sample content.,9,1389.0
251565,This is only a sample title.,Bespoke Investment Group,AMZN,2011-02-08,2011,This is only a sample content.,7,1387.0
251572,This is only a sample title.,Sam Diaz,MSFT,2011-02-08,2011,This is only a sample content.,10,1390.0
251742,This is only a sample title.,Zacks Investment Research,KO,2011-02-09,2011,This is only a sample content.,9,1394.0
251770,This is only a sample title.,Larry Dignan,AAPL,2011-02-09,2011,This is only a sample content.,6,1391.0
251786,This is only a sample title.,Alacra Pulse Check Blog,MSFT,2011-02-09,2011,This is only a sample content.,10,1395.0
251809,This is only a sample title.,SA Transcripts,KO,2011-02-09,2011,This is only a sample content.,9,1394.0
251984,This is only a sample title.,Jason Merriam,AAPL,2011-02-10,2011,This is only a sample content.,6,1396.0
252092,This is only a sample title.,Erick Schonfeld,AAPL,2011-02-10,2011,This is only a sample content.,6,1396.0
252315,This is only a sample title.,The Balanced Bull,AAPL,2011-02-11,2011,This is only a sample content.,6,1401.0
252553,This is only a sample title.,Mike Scanlin,AAPL,2011-02-13,2011,This is only a sample content.,6,
252616,This is only a sample title.,Rash Menaria,MSFT,2011-02-14,2011,This is only a sample content.,10,1410.0
252811,This is only a sample title.,StreetAuthority,KO,2011-02-15,2011,This is only a sample content.,9,1414.0
252812,This is only a sample title.,Paul Zimbardo,AAPL,2011-02-15,2011,This is only a sample content.,6,1411.0
252829,This is only a sample title.,Taxing Wall Street,MSFT,2011-02-15,2011,This is only a sample content.,10,1415.0
253018,This is only a sample title.,Paul Zimbardo,AAPL,2011-02-15,2011,This is only a sample content.,6,1411.0
253101,This is only a sample title.,Steven Bauer,MSFT,2011-02-16,2011,This is only a sample content.,10,1420.0
253162,This is only a sample title.,Wyatt Investment Research,AAPL,2011-02-16,2011,This is only a sample content.,6,1416.0
253229,This is only a sample title.,The Keating Letter,MSFT,2011-02-16,2011,This is only a sample content.,10,1420.0
253391,This is only a sample title.,Eric Cota,MSFT,2011-02-17,2011,This is only a sample content.,10,1425.0
253437,This is only a sample title.,Dividend Monk,MSFT,2011-02-17,2011,This is only a sample content.,10,1425.0
253453,This is only a sample title.,Intelligent Speculator,AAPL,2011-02-17,2011,This is only a sample content.,6,1421.0
253476,This is only a sample title.,TechCrunch,IBM,2011-02-17,2011,This is only a sample content.,8,1423.0
253525,This is only a sample title.,Jason Schwarz,AAPL,2011-02-17,2011,This is only a sample content.,6,1421.0
253786,This is only a sample title.,Trefis,AAPL,2011-02-18,2011,This is only a sample content.,6,1426.0
253843,This is only a sample title.,Sam Diaz,AAPL,2011-02-18,2011,This is only a sample content.,6,1426.0
254012,This is only a sample title.,Frank J. Constantino,AAPL,2011-02-21,2011,This is only a sample content.,6,
254018,This is only a sample title.,Rougemont,MSFT,2011-02-21,2011,This is only a sample content.,10,
254030,This is only a sample title.,Paul Zimbardo,AAPL,2011-02-21,2011,This is only a sample content.,6,
254105,This is only a sample title.,The Balanced Bull,AAPL,2011-02-23,2011,This is only a sample content.,6,1436.0
254155,This is only a sample title.,Rocco Pendola,AAPL,2011-02-22,2011,This is only a sample content.,6,1431.0
254209,This is only a sample title.,Paul Zimbardo,AAPL,2011-02-22,2011,This is only a sample content.,6,1431.0
254280,This is only a sample title.,Rocco Pendola,AAPL,2011-02-22,2011,This is only a sample content.,6,1431.0
254349,This is only a sample title.,Rougemont,AAPL,2011-02-23,2011,This is only a sample content.,6,1436.0
254356,This is only a sample title.,Joel West,MSFT,2011-02-23,2011,This is only a sample content.,10,1440.0
254435,This is only a sample title.,Market Blog,AAPL,2011-02-23,2011,This is only a sample content.,6,1436.0
254568,This is only a sample title.,Zecco,AAPL,2011-02-23,2011,This is only a sample content.,6,1436.0
254573,This is only a sample title.,Larry Dignan,AAPL,2011-02-23,2011,This is only a sample content.,6,1436.0
255241,This is only a sample title.,Derastone,AMZN,2011-02-28,2011,This is only a sample content.,7,1452.0
255327,This is only a sample title.,Rocco Pendola,AAPL,2011-02-28,2011,This is only a sample content.,6,1451.0
255470,This is only a sample title.,Frank Voisin,AAPL,2011-02-28,2011,This is only a sample content.,6,1451.0
255511,This is only a sample title.,Trefis,MSFT,2011-02-28,2011,This is only a sample content.,10,1455.0
255571,This is only a sample title.,Rocco Pendola,AAPL,2011-03-01,2011,This is only a sample content.,6,1456.0
255927,This is only a sample title.,Larry Dignan,AAPL,2011-03-02,2011,This is only a sample content.,6,1461.0
255937,This is only a sample title.,Money Morning,AAPL,2011-03-02,2011,This is only a sample content.,6,1461.0
255941,This is only a sample title.,Compete,AMZN,2011-03-02,2011,This is only a sample content.,7,1462.0
256024,This is only a sample title.,Market Blog,AAPL,2011-03-02,2011,This is only a sample content.,6,1461.0
256028,This is only a sample title.,TechCrunch,AAPL,2011-03-02,2011,This is only a sample content.,6,1461.0
256036,This is only a sample title.,TechCrunch,AAPL,2011-03-02,2011,This is only a sample content.,6,1461.0
256118,This is only a sample title.,Rocco Pendola,AAPL,2011-03-03,2011,This is only a sample content.,6,1466.0
256226,This is only a sample title.,Mark Cuban,AMZN,2011-03-03,2011,This is only a sample content.,7,1467.0
256237,This is only a sample title.,AFG Indexes,AAPL,2011-03-03,2011,This is only a sample content.,6,1466.0
256244,This is only a sample title.,Zacks Investment Research,AAPL,2011-03-03,2011,This is only a sample content.,6,1466.0
256312,This is only a sample title.,Trefis,AAPL,2011-03-03,2011,This is only a sample content.,6,1466.0
256315,This is only a sample title.,Robert Sinn,AMZN,2011-03-03,2011,This is only a sample content.,7,1467.0
256703,This is only a sample title.,Stephen Rosenman,AAPL,2011-03-07,2011,This is only a sample content.,6,1476.0
257026,This is only a sample title.,YCharts,MSFT,2011-03-08,2011,This is only a sample content.,10,1485.0
257027,This is only a sample title.,Intelligent Speculator,AAPL,2011-03-08,2011,This is only a sample content.,6,1481.0
257093,This is only a sample title.,Larry Dignan,AAPL,2011-03-08,2011,This is only a sample content.,6,1481.0
257099,This is only a sample title.,YCharts,AMZN,2011-03-08,2011,This is only a sample content.,7,1482.0
257235,This is only a sample title.,Trefis,AAPL,2011-03-09,2011,This is only a sample content.,6,1486.0
257270,This is only a sample title.,Shaun Rein,AAPL,2011-03-09,2011,This is only a sample content.,6,1486.0
257370,This is only a sample title.,The Oxen Group,AAPL,2011-03-09,2011,This is only a sample content.,6,1486.0
257478,This is only a sample title.,Rocco Pendola,AAPL,2011-03-10,2011,This is only a sample content.,6,1491.0
257716,This is only a sample title.,Dividend Growth Investor,KO,2011-03-11,2011,This is only a sample content.,9,1499.0
257747,This is only a sample title.,BCMC,MSFT,2011-03-11,2011,This is only a sample content.,10,1500.0
257873,This is only a sample title.,Money Morning,AMZN,2011-03-11,2011,This is only a sample content.,7,1497.0
258058,This is only a sample title.,Paul Zimbardo,AAPL,2011-03-14,2011,This is only a sample content.,6,1501.0
258059,This is only a sample title.,Larry Dignan,IBM,2011-03-14,2011,This is only a sample content.,8,1503.0
258142,This is only a sample title.,Michael Shulman,AAPL,2011-03-14,2011,This is only a sample content.,6,1501.0
258268,This is only a sample title.,Paul Zimbardo,AAPL,2011-03-15,2011,This is only a sample content.,6,1506.0
258298,This is only a sample title.,Rocco Pendola,AAPL,2011-03-15,2011,This is only a sample content.,6,1506.0
258320,This is only a sample title.,YCharts,AMZN,2011-03-15,2011,This is only a sample content.,7,1507.0
258323,This is only a sample title.,The Patient Investor,AAPL,2011-03-15,2011,This is only a sample content.,6,1506.0
258335,This is only a sample title.,Trefis,AMZN,2011-03-15,2011,This is only a sample content.,7,1507.0
258524,This is only a sample title.,TechCrunch,AMZN,2011-03-16,2011,This is only a sample content.,7,1512.0
258610,This is only a sample title.,Bespoke Investment Group,AAPL,2011-03-16,2011,This is only a sample content.,6,1511.0
258636,This is only a sample title.,Rocco Pendola,AAPL,2011-03-16,2011,This is only a sample content.,6,1511.0
258709,This is only a sample title.,Trefis,MSFT,2011-03-17,2011,This is only a sample content.,10,1520.0
258846,This is only a sample title.,Alacra Pulse Check Blog,AAPL,2011-03-17,2011,This is only a sample content.,6,1516.0
258999,This is only a sample title.,Trefis,IBM,2011-03-18,2011,This is only a sample content.,8,1523.0
259004,This is only a sample title.,Devon Shire,MSFT,2011-03-18,2011,This is only a sample content.,10,1525.0
259009,This is only a sample title.,Rocco Pendola,AAPL,2011-03-18,2011,This is only a sample content.,6,1521.0
259220,This is only a sample title.,Stephen Rosenman,AAPL,2011-03-21,2011,This is only a sample content.,6,1526.0
259377,This is only a sample title.,Cindy Reed,AMZN,2011-03-21,2011,This is only a sample content.,7,1527.0
259487,This is only a sample title.,Larry Dignan,AMZN,2011-03-22,2011,This is only a sample content.,7,1532.0
259598,This is only a sample title.,Zacks Investment Research,IBM,2011-03-22,2011,This is only a sample content.,8,1533.0
259893,This is only a sample title.,The Patient Investor,AAPL,2011-03-24,2011,This is only a sample content.,6,1541.0
259977,This is only a sample title.,Kevin Wilde,AMZN,2011-03-24,2011,This is only a sample content.,7,1542.0
260012,This is only a sample title.,YCharts,KO,2011-03-24,2011,This is only a sample content.,9,1544.0
260075,This is only a sample title.,Jason Schwarz,AAPL,2011-03-24,2011,This is only a sample content.,6,1541.0
260204,This is only a sample title.,Tom Evslin,AMZN,2011-03-25,2011,This is only a sample content.,7,1547.0
260265,This is only a sample title.,Tom Evslin,AMZN,2011-03-27,2011,This is only a sample content.,7,
260317,This is only a sample title.,Zacks Investment Research,AAPL,2011-03-27,2011,This is only a sample content.,6,
260419,This is only a sample title.,Paul Zimbardo,AAPL,2011-03-28,2011,This is only a sample content.,6,1551.0
260443,This is only a sample title.,Larry Dignan,IBM,2011-03-28,2011,This is only a sample content.,8,1553.0
260472,This is only a sample title.,Philip Mause,MSFT,2011-03-28,2011,This is only a sample content.,10,1555.0
260500,This is only a sample title.,Rafael Grillo,AMZN,2011-03-28,2011,This is only a sample content.,7,1552.0
260668,This is only a sample title.,Larry Dignan,AMZN,2011-03-29,2011,This is only a sample content.,7,1557.0
260679,This is only a sample title.,TechCrunch,AMZN,2011-03-29,2011,This is only a sample content.,7,1557.0
260830,This is only a sample title.,Fred Wilson,AMZN,2011-03-30,2011,This is only a sample content.,7,1562.0
260887,This is only a sample title.,Jason Schwarz,AAPL,2011-03-30,2011,This is only a sample content.,6,1561.0
260938,This is only a sample title.,Bespoke Investment Group,AAPL,2011-03-30,2011,This is only a sample content.,6,1561.0
261113,This is only a sample title.,AsiaInvestor,MSFT,2011-03-31,2011,This is only a sample content.,10,1570.0
261486,This is only a sample title.,Rocco Pendola,AAPL,2011-04-03,2011,This is only a sample content.,6,
261605,This is only a sample title.,Dividends4Life,MSFT,2011-04-04,2011,This is only a sample content.,10,1580.0
261647,This is only a sample title.,Paul Zimbardo,AAPL,2011-04-04,2011,This is only a sample content.,6,1576.0
261651,This is only a sample title.,Dr. Duru,AMZN,2011-04-04,2011,This is only a sample content.,7,1577.0
261680,This is only a sample title.,TechCrunch,AMZN,2011-04-04,2011,This is only a sample content.,7,1577.0
261855,This is only a sample title.,Jason Schwarz,AAPL,2011-04-05,2011,This is only a sample content.,6,1581.0
262087,This is only a sample title.,SL Advisors,MSFT,2011-04-06,2011,This is only a sample content.,10,1590.0
262137,This is only a sample title.,Bret Jensen,MSFT,2011-04-06,2011,This is only a sample content.,10,1590.0
262199,This is only a sample title.,Trefis,AAPL,2011-04-06,2011,This is only a sample content.,6,1586.0
262243,This is only a sample title.,Richard Bloch,AAPL,2011-04-07,2011,This is only a sample content.,6,1591.0
262389,This is only a sample title.,Zacks Investment Research,IBM,2011-04-07,2011,This is only a sample content.,8,1593.0
262743,This is only a sample title.,Brian Burns,MSFT,2011-04-10,2011,This is only a sample content.,10,
262746,This is only a sample title.,David Room,AAPL,2011-04-10,2011,This is only a sample content.,6,
263025,This is only a sample title.,Andrew Corn,AAPL,2011-04-12,2011,This is only a sample content.,6,1606.0
263038,This is only a sample title.,Richard Saintvilus,MSFT,2011-04-12,2011,This is only a sample content.,10,1610.0
263100,This is only a sample title.,Jason Kincaid,AMZN,2011-04-12,2011,This is only a sample content.,7,1607.0
263297,This is only a sample title.,Taxing Wall Street,AAPL,2011-04-13,2011,This is only a sample content.,6,1611.0
263415,This is only a sample title.,Jason Schwarz,AAPL,2011-04-13,2011,This is only a sample content.,6,1611.0
263456,This is only a sample title.,BCMC,KO,2011-04-14,2011,This is only a sample content.,9,1619.0
263598,This is only a sample title.,Eddy Elfenbein,MSFT,2011-04-14,2011,This is only a sample content.,10,1620.0
263616,This is only a sample title.,Akram's Razor,MSFT,2011-04-14,2011,This is only a sample content.,10,1620.0
263786,This is only a sample title.,optionMONSTER,IBM,2011-04-15,2011,This is only a sample content.,8,1623.0
263917,This is only a sample title.,Dr. Duru,AAPL,2011-04-17,2011,This is only a sample content.,6,
263955,This is only a sample title.,The Balanced Bull,AAPL,2011-04-18,2011,This is only a sample content.,6,1626.0
263988,This is only a sample title.,Mark Krieger,AAPL,2011-04-18,2011,This is only a sample content.,6,1626.0
264013,This is only a sample title.,Paul Zimbardo,AAPL,2011-04-18,2011,This is only a sample content.,6,1626.0
264056,This is only a sample title.,Bespoke Investment Group,AAPL,2011-04-18,2011,This is only a sample content.,6,1626.0
264184,This is only a sample title.,Brenda Jubin,MSFT,2011-04-19,2011,This is only a sample content.,10,1635.0
264250,This is only a sample title.,Zacks Investment Research,IBM,2011-04-19,2011,This is only a sample content.,8,1633.0
264309,This is only a sample title.,Trefis,AAPL,2011-04-19,2011,This is only a sample content.,6,1631.0
264354,This is only a sample title.,Zacks Investment Research,IBM,2011-04-19,2011,This is only a sample content.,8,1633.0
264357,This is only a sample title.,TechCrunch,IBM,2011-04-19,2011,This is only a sample content.,8,1633.0
264358,This is only a sample title.,SA Transcripts,IBM,2011-04-19,2011,This is only a sample content.,8,1633.0
264367,This is only a sample title.,Zacks Investment Research,AAPL,2011-04-19,2011,This is only a sample content.,6,1631.0
264389,This is only a sample title.,Jason Kincaid,AAPL,2011-04-20,2011,This is only a sample content.,6,1636.0
264390,This is only a sample title.,Andy Zaky,AAPL,2011-04-20,2011,This is only a sample content.,6,1636.0
264393,This is only a sample title.,Andy Zaky,AAPL,2011-04-20,2011,This is only a sample content.,6,1636.0
264416,This is only a sample title.,WhisperNumber,AAPL,2011-04-20,2011,This is only a sample content.,6,1636.0
264417,This is only a sample title.,Richard Saintvilus,IBM,2011-04-20,2011,This is only a sample content.,8,1638.0
264428,This is only a sample title.,Midnight Trader,AAPL,2011-04-20,2011,This is only a sample content.,6,1636.0
264464,This is only a sample title.,Karl Denninger,AAPL,2011-04-20,2011,This is only a sample content.,6,1636.0
264506,This is only a sample title.,TechCrunch,AAPL,2011-04-20,2011,This is only a sample content.,6,1636.0
264508,This is only a sample title.,Theflyonthewall,AAPL,2011-04-20,2011,This is only a sample content.,6,1636.0
264578,This is only a sample title.,Jason Kincaid,AAPL,2011-04-20,2011,This is only a sample content.,6,1636.0
264588,This is only a sample title.,Zacks Investment Research,AAPL,2011-04-20,2011,This is only a sample content.,6,1636.0
264616,This is only a sample title.,SA Transcripts,AAPL,2011-04-20,2011,This is only a sample content.,6,1636.0
264622,This is only a sample title.,Cullen Roche,AAPL,2011-04-20,2011,This is only a sample content.,6,1636.0
264648,This is only a sample title.,Erick Schonfeld,AAPL,2011-04-21,2011,This is only a sample content.,6,1641.0
264652,This is only a sample title.,TraderMark,AAPL,2011-04-21,2011,This is only a sample content.,6,1641.0
264675,This is only a sample title.,Richard Bloch,AAPL,2011-04-21,2011,This is only a sample content.,6,1641.0
264788,This is only a sample title.,Trefis,MSFT,2011-04-21,2011,This is only a sample content.,10,1645.0
264789,This is only a sample title.,Bespoke Investment Group,IBM,2011-04-21,2011,This is only a sample content.,8,1643.0
264898,This is only a sample title.,Cullen Roche,AAPL,2011-04-21,2011,This is only a sample content.,6,1641.0
264998,This is only a sample title.,John Reese,KO,2011-04-22,2011,This is only a sample content.,9,
265077,This is only a sample title.,The Dividend Pig,KO,2011-04-24,2011,This is only a sample content.,9,
265146,This is only a sample title.,EconMatters,AAPL,2011-04-25,2011,This is only a sample content.,6,1646.0
265152,This is only a sample title.,David Urban,AAPL,2011-04-25,2011,This is only a sample content.,6,1646.0
265158,This is only a sample title.,Paul Zimbardo,AAPL,2011-04-25,2011,This is only a sample content.,6,1646.0
265161,This is only a sample title.,Stephen Rosenman,AAPL,2011-04-25,2011,This is only a sample content.,6,1646.0
265221,This is only a sample title.,Theflyonthewall,AMZN,2011-04-25,2011,This is only a sample content.,7,1647.0
265317,This is only a sample title.,Stephen Rosenman,AAPL,2011-04-25,2011,This is only a sample content.,6,1646.0
265322,This is only a sample title.,Andy Zaky,AAPL,2011-04-25,2011,This is only a sample content.,6,1646.0
265410,This is only a sample title.,Midnight Trader,AMZN,2011-04-26,2011,This is only a sample content.,7,1652.0
265441,This is only a sample title.,Rocco Pendola,AAPL,2011-04-26,2011,This is only a sample content.,6,1651.0
265553,This is only a sample title.,Retail Geeks,AMZN,2011-04-26,2011,This is only a sample content.,7,1652.0
265618,This is only a sample title.,TechCrunch,AMZN,2011-04-26,2011,This is only a sample content.,7,1652.0
265621,This is only a sample title.,SA Transcripts,KO,2011-04-26,2011,This is only a sample content.,9,1654.0
265626,This is only a sample title.,Zacks Investment Research,AMZN,2011-04-26,2011,This is only a sample content.,7,1652.0
265656,This is only a sample title.,SA Transcripts,AMZN,2011-04-26,2011,This is only a sample content.,7,1652.0
265757,This is only a sample title.,WhisperNumber,MSFT,2011-04-27,2011,This is only a sample content.,10,1660.0
265790,This is only a sample title.,Stephen Castellano,AMZN,2011-04-27,2011,This is only a sample content.,7,1657.0
265872,This is only a sample title.,Retail Geeks,AMZN,2011-04-27,2011,This is only a sample content.,7,1657.0
265889,This is only a sample title.,Bespoke Investment Group,AMZN,2011-04-27,2011,This is only a sample content.,7,1657.0
265970,This is only a sample title.,Scot Wingo,AMZN,2011-04-27,2011,This is only a sample content.,7,1657.0
266138,This is only a sample title.,Midnight Trader,MSFT,2011-04-28,2011,This is only a sample content.,10,1665.0
266184,This is only a sample title.,TechCrunch,AAPL,2011-04-28,2011,This is only a sample content.,6,1661.0
266207,This is only a sample title.,Jon D. Markman,AAPL,2011-04-28,2011,This is only a sample content.,6,1661.0
266254,This is only a sample title.,Trefis,AAPL,2011-04-28,2011,This is only a sample content.,6,1661.0
266338,This is only a sample title.,Theflyonthewall,MSFT,2011-04-28,2011,This is only a sample content.,10,1665.0
266397,This is only a sample title.,TechCrunch,MSFT,2011-04-28,2011,This is only a sample content.,10,1665.0
266419,This is only a sample title.,Zacks Investment Research,MSFT,2011-04-28,2011,This is only a sample content.,10,1665.0
266457,This is only a sample title.,SA Transcripts,MSFT,2011-04-28,2011,This is only a sample content.,10,1665.0
266540,This is only a sample title.,Stone Fox Capital,AAPL,2011-04-29,2011,This is only a sample content.,6,1666.0
266549,This is only a sample title.,David Klein,MSFT,2011-04-29,2011,This is only a sample content.,10,1670.0
266575,This is only a sample title.,Jason Schwarz,AAPL,2011-04-29,2011,This is only a sample content.,6,1666.0
266586,This is only a sample title.,Bret Jensen,MSFT,2011-04-29,2011,This is only a sample content.,10,1670.0
266590,This is only a sample title.,Alacra Pulse Check Blog,AAPL,2011-04-29,2011,This is only a sample content.,6,1666.0
266694,This is only a sample title.,Felix Salmon,AMZN,2011-04-29,2011,This is only a sample content.,7,1667.0
266751,This is only a sample title.,Investing By Wali,KO,2011-04-29,2011,This is only a sample content.,9,1669.0
266842,This is only a sample title.,TechCrunch,MSFT,2011-05-01,2011,This is only a sample content.,10,
266851,This is only a sample title.,David Urban,MSFT,2011-05-01,2011,This is only a sample content.,10,
266857,This is only a sample title.,Efsinvestment,MSFT,2011-05-01,2011,This is only a sample content.,10,
266865,This is only a sample title.,Rocco Pendola,AMZN,2011-05-01,2011,This is only a sample content.,7,
266868,This is only a sample title.,Insurance Bull,AAPL,2011-05-01,2011,This is only a sample content.,6,
266929,This is only a sample title.,Michael Comeau,MSFT,2011-05-02,2011,This is only a sample content.,10,1675.0
266951,This is only a sample title.,Paul Zimbardo,AAPL,2011-05-02,2011,This is only a sample content.,6,1671.0
266955,This is only a sample title.,Investing By Wali,MSFT,2011-05-02,2011,This is only a sample content.,10,1675.0
267137,This is only a sample title.,William Haynes,AAPL,2011-05-03,2011,This is only a sample content.,6,1676.0
267150,This is only a sample title.,Stephen Rosenman,AAPL,2011-05-03,2011,This is only a sample content.,6,1676.0
267176,This is only a sample title.,Rocco Pendola,AAPL,2011-05-03,2011,This is only a sample content.,6,1676.0
267184,This is only a sample title.,Jersey Trader,MSFT,2011-05-03,2011,This is only a sample content.,10,1680.0
267507,This is only a sample title.,Jeff Miller,AAPL,2011-05-04,2011,This is only a sample content.,6,1681.0
267681,This is only a sample title.,Dan Rayburn,AMZN,2011-05-04,2011,This is only a sample content.,7,1682.0
267832,This is only a sample title.,Richard Bloch,AAPL,2011-05-04,2011,This is only a sample content.,6,1681.0
267866,This is only a sample title.,Sigma Swan,AAPL,2011-05-05,2011,This is only a sample content.,6,1686.0
268703,This is only a sample title.,Paul Zimbardo,AAPL,2011-05-09,2011,This is only a sample content.,6,1696.0
268923,This is only a sample title.,Erick Schonfeld,MSFT,2011-05-10,2011,This is only a sample content.,10,1705.0
269004,This is only a sample title.,Felix Salmon,MSFT,2011-05-10,2011,This is only a sample content.,10,1705.0
269148,This is only a sample title.,Money Morning,MSFT,2011-05-10,2011,This is only a sample content.,10,1705.0
269165,This is only a sample title.,Mark Hillman,MSFT,2011-05-10,2011,This is only a sample content.,10,1705.0
269182,This is only a sample title.,SA Transcripts,MSFT,2011-05-10,2011,This is only a sample content.,10,1705.0
269247,This is only a sample title.,Adam Muller,MSFT,2011-05-11,2011,This is only a sample content.,10,1710.0
269259,This is only a sample title.,Stephen Castellano,MSFT,2011-05-11,2011,This is only a sample content.,10,1710.0
269309,This is only a sample title.,Streetwise Blog,MSFT,2011-05-11,2011,This is only a sample content.,10,1710.0
269464,This is only a sample title.,Hedgephone,AMZN,2011-05-12,2011,This is only a sample content.,7,1712.0
269579,This is only a sample title.,Investment U,MSFT,2011-05-12,2011,This is only a sample content.,10,1715.0
269685,This is only a sample title.,Rocco Pendola,AAPL,2011-05-12,2011,This is only a sample content.,6,1711.0
269748,This is only a sample title.,TechCrunch,AMZN,2011-05-13,2011,This is only a sample content.,7,1717.0
269751,This is only a sample title.,Andy Zaky,AAPL,2011-05-13,2011,This is only a sample content.,6,1716.0
269797,This is only a sample title.,Rocco Pendola,AMZN,2011-05-13,2011,This is only a sample content.,7,1717.0
269853,This is only a sample title.,Avi Morris,KO,2011-05-13,2011,This is only a sample content.,9,1719.0
269919,This is only a sample title.,Investment Underground,AAPL,2011-05-13,2011,This is only a sample content.,6,1716.0
270036,This is only a sample title.,Rocco Pendola,AAPL,2011-05-16,2011,This is only a sample content.,6,1721.0
